"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-14","6.71",,"0.00","0.0","0.0",,"76","51","  310","   10","18.1","23.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-15","7.83",,"0.00","0.0","0.0",,"72","51","  320","  360","18.1","29.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-16","5.82",,"0.00","0.0","0.0",,"64","54","  170","  170","12.1","16.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-17","5.82",,"0.00","0.0","0.0",,"69","52","  320","  230","16.1","19.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-18","11.41",,"0.00","0.0","0.0",,"71","46","  310","  300","25.1","30.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-19","10.51",,"0.00","0.0","0.0",,"74","52","  320","  320","25.9","31.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-20","11.41",,"0.00","0.0","0.0",,"74","50","  310","  310","23.0","25.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-21","6.71",,"0.00","0.0","0.0",,"78","49","  320","  320","21.0","23.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-22","7.38",,"0.00","0.0","0.0",,"81","49","  320","  310","23.0","27.1","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-23","6.93",,"0.00","0.0","0.0",,"73","51","  220","  220","14.1","21.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-24","5.14",,"0.00","0.0","0.0",,"73","60","  310","  320","14.1","17.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-25","9.17",,"0.00","0.0","0.0",,"71","57","  310",,"18.1",,,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-26","6.49",,"0.00","0.0","0.0",,"73","54","  310","  310","14.1","21.9","    1",,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-27","8.95",,"0.00","0.0","0.0",,"71","53","  310",,"19.9",,"    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-28","8.50",,"0.00","0.0","0.0",,"74","53","  310",,"21.9",,,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-29","4.70",,"0.00","0.0","0.0",,"74","50","  280",,"10.1",,"    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-06-30","6.04",,"0.00","0.0","0.0",,"75","54",,,,,"    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-01","5.59",,"0.00","0.0","0.0",,"76","55","  260","  230","16.1","23.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-02","5.14",,"0.00","0.0","0.0",,"74","55","  320","  310","12.1","15.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-03","6.26",,"0.00","0.0","0.0",,"69","58","  250","   30","13.0","18.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-04","5.82",,"0.00","0.0","0.0",,"73","55","  310","  270","14.1","18.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-05","9.62",,"0.00","0.0","0.0",,"82","53","  310","  310","23.0","27.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-06","10.74",,"0.00","0.0","0.0",,"102","59","  320","  320","31.1","36.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-07","13.42",,"0.00","0.0","0.0",,"97","62","  320","  320","29.1","34.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-08","10.74",,"0.00","0.0","0.0",,"97","60","  320","  310","23.9","28.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-09","11.63",,"0.00","0.0","0.0",,"98","65","  320","  330","23.0","29.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-10","7.61",,"0.00","0.0","0.0",,"90","60","  320","   60","21.0","28.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-11","5.37",,"0.00","0.0","0.0",,"81","54","  310","  290","14.1","17.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-12","5.59",,"0.00","0.0","0.0",,"82","55","  310","  310","16.1","21.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-13","8.95",,"0.00","0.0","0.0",,"78","56","  310",,"19.9",,"    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-14","13.87",,"0.00","0.0","0.0",,"75","57","  310",,"25.1",,"    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-15","10.51",,"0.00","0.0","0.0",,"74","56","  310","  310","21.0","23.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-16","9.62",,"0.00","0.0","0.0",,"76","57",,,,,,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-17","7.61",,"0.00","0.0","0.0",,"78","56","  310",,"17.0",,,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-18","5.37",,"0.00","0.0","0.0",,"83","57","  300",,"13.0",,"    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-19","4.47",,"0.00","0.0","0.0",,"86","56","  220","  310","13.0","17.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-20","3.58",,"0.00","0.0","0.0",,"85","59","  280","  240","10.1","15.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-21","7.38",,"0.00","0.0","0.0",,"82","60","  260","  360","18.1","29.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-22","10.29",,"0.00","0.0","0.0",,"78","59","  310","  310","23.0","27.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-23","13.65",,"0.00","0.0","0.0",,"78","57","  320","  320","29.1","33.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-24","12.75",,"0.00","0.0","0.0",,"83","56","  310","  320","29.1","35.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-25","9.62",,"0.00","0.0","0.0",,"92","55","  310","  310","29.1","33.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-26","8.50",,"0.00","0.0","0.0",,"77","53","  310","  300","19.9","21.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-27","7.16",,"0.00","0.0","0.0",,"79","53","  310","  310","19.9","21.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-28","4.92",,"0.00","0.0","0.0",,"80","52",,,,,"    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-29","6.71",,"0.00","0.0","0.0",,"85","54","  310","  310","19.9","23.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-30","5.14",,"0.00","0.0","0.0",,"85","53",,,,,"    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-07-31","6.04",,"0.00","0.0","0.0",,"87","53","  310","  310","16.1","18.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-01","6.49",,"0.00","0.0","0.0",,"83","54","  310",,"15.0",,"    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-02","6.49",,"0.00","0.0","0.0",,"80","54","  320",,"16.1",,,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-03","6.71",,"0.00","0.0","0.0",,"81","52","  300","  300","21.0","23.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-04","4.70",,"0.00","0.0","0.0",,"90","50","  310","  320","17.0","21.0","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-05","10.51",,"0.00","0.0","0.0",,"85","56","  310","  320","25.1","30.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-06","10.74",,"0.00","0.0","0.0",,"96","56","  310","  320","25.1","32.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-07","12.08",,"0.00","0.0","0.0",,"79","52","  310","  320","25.9","31.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-08","5.14",,"0.00","0.0","0.0",,"87","49","  310","  320","19.9","21.9","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-09","4.25",,"0.00","0.0","0.0",,"92","53","  310","  290","15.0","19.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-10","3.80",,"0.00","0.0","0.0",,"92","55","  260","  320","15.0","17.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-11","4.25",,"0.00","0.0","0.0",,"88","55","  310","  310","15.0","18.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-12","4.70",,"0.00","0.0","0.0",,"83","55","  300","  260","10.1","15.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-13","4.70",,"0.00","0.0","0.0",,"80","58","  320","  320","15.0","18.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-14","6.04",,"0.00","0.0","0.0",,"78","58","  310","  300","17.0","19.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-15","6.71",,"0.00","0.0","0.0",,"82","57","  320","  320","21.0","30.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-16","6.04",,"0.00","0.0","0.0",,"87","59","  330","  330","32.0","32.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-17","5.14",,"0.00","0.0","0.0",,"83","58","  300","  320","14.1","16.1",,,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-18","6.71",,"0.00","0.0","0.0",,"79","58","  310","  330","19.9","31.1","    1",,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-19","8.28",,"0.00","0.0","0.0",,"75","57","  320","  290","21.0","28.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-20","6.26",,"0.00","0.0","0.0",,"78","58","  310","  310","15.0","17.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-21","6.93",,"0.00","0.0","0.0",,"76","59","  310","  310","16.1","19.0","    1",,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-22","7.61",,"0.00","0.0","0.0",,"77","60","  310","  310","19.9","23.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-23","9.62",,"0.00","0.0","0.0",,"75","60","  320","  300","21.9","25.1",,,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-24","8.95",,"0.00","0.0","0.0",,"73","56","  310","  310","21.0","25.1","    1",,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-25","7.38",,"0.00","0.0","0.0",,"75","59","  310","  310","18.1","21.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-26","6.93",,"0.00","0.0","0.0",,"75","57","  310","  310","18.1","21.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-27","8.05",,"0.00","0.0","0.0",,"71","58","  310","  310","17.0","23.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-28","8.28",,"0.00","0.0","0.0",,"73","57","  310","  300","19.9","25.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-29","9.17",,"0.00","0.0","0.0",,"75","53","  310","  300","21.0","25.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-30","10.96",,"0.00","0.0","0.0",,"76","53","  310","  300","25.1","30.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-08-31","14.32",,"0.00","0.0","0.0",,"79","56","  320","  310","29.1","35.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-01","15.21",,"0.00","0.0","0.0",,"74","54","  310","  300","28.0","32.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-02","6.26",,"0.00","0.0","0.0",,"74","54","  210","  210","15.0","17.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-03","4.92",,"0.00","0.0","0.0",,"74","58","  310","  300","15.0","18.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-04","4.70",,"0.00","0.0","0.0",,"73","57","  310","  310","14.1","16.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-05","6.04",,"0.00","0.0","0.0",,"75","58","  310","  310","15.0","17.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-06","5.14",,"0.00","0.0","0.0",,"76","58","  300","  310","16.1","19.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-07","6.71",,"0.00","0.0","0.0",,"81","55","  310","  330","21.0","27.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-08","8.50",,"0.00","0.0","0.0",,"82","53","  320","  320","25.9","30.0","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-09","6.26",,"0.00","0.0","0.0",,"81","53","  310","  300","18.1","21.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-10","4.92",,"0.00","0.0","0.0",,"80","49","  310","  310","15.0","17.0","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-11","3.13",,"0.00","0.0","0.0",,"79","50","  110","  120","10.1","13.0","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-12","7.16",,"0.00","0.0","0.0",,"78","49","  310","  310","21.9","25.1","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-13","9.40",,"0.00","0.0","0.0",,"78","45","  320","  320","23.0","28.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-14","7.83",,"0.00","0.0","0.0",,"77","47","  320","  310","21.9","25.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-15","7.83",,"0.00",,"0.0",,"77","48","  320","  310","25.1","30.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-16","8.50",,"0.00","0.0","0.0",,"82","48","  310","  310","23.0","28.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-17","5.82",,"0.00","0.0","0.0",,"76","48","  310","  320","23.0","25.9","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-18","7.61",,"0.00","0.0","0.0",,"71","45","  310","  310","23.0","29.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-19","10.51",,"0.00","0.0","0.0",,"72","50","  310","  310","30.0","35.1","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-20","4.25",,"0.00","0.0","0.0",,"89","50","  110","  120","16.1","18.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-21","5.82",,"0.00","0.0","0.0",,"77","54","  310","  310","17.0","19.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-22","4.70",,"0.00","0.0","0.0",,"75","53","  300","  310","18.1","21.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-23","3.80",,"0.00","0.0","0.0",,"79","51","  310","  310","13.0","15.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-24","3.80",,"0.00","0.0","0.0",,"72","50","  320","  310","12.1","15.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-25","4.92",,"0.00","0.0","0.0",,"71","53","  310","  310","14.1","16.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-26","5.82",,"0.00","0.0","0.0",,"75","50","  310","  310","16.1","18.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-27","6.49",,"0.00","0.0","0.0",,"74","53","  310","  310","17.0","21.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-28","5.37",,"0.00","0.0","0.0",,"73","54","  310","  320","18.1","19.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-29","5.37",,"0.00","0.0","0.0",,"72","52","  310","  320","19.9","23.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-09-30","6.49",,"0.00","0.0","0.0",,"79","48","  310","  340","23.0","27.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-01","4.47",,"0.00","0.0","0.0",,"85","50","  320","  310","21.0","23.9","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-02","3.13",,"0.00","0.0","0.0",,"77","51","  220","  220","15.0","18.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-03","4.70",,"0.50","0.0","0.0",,"73","62","  160","  180","15.0","19.0","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-04","6.49",,"0.00","0.0","0.0",,"75","60","  310","  320","21.0","23.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-05","9.17",,"0.00","0.0","0.0",,"79","56","  320","  320","29.1","34.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-06","11.41",,"0.00","0.0","0.0",,"78","55","  320","  310","25.1","30.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-07","6.04",,"0.00","0.0","0.0",,"83","47","  320","  320","25.1","30.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-08","4.25",,"0.00","0.0","0.0",,"76","48","  210","  220","15.0","19.0","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-09","4.47",,"0.00","0.0","0.0",,"72","51","  320","  320","15.0","17.0","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-10","5.59",,"0.00","0.0","0.0",,"68","58","  250","  250","16.1","19.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-11","3.58",,"0.00","0.0","0.0",,"70","51","  310","  320","14.1","17.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-12","5.82",,"0.00","0.0","0.0",,"89","50","   70","   80","19.9","25.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-13","4.92",,"0.00","0.0","0.0",,"74","51","  210","  210","14.1","17.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-14","4.70",,"0.00","0.0","0.0",,"72","51","  310","  300","16.1","19.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-15","5.59",,"0.00","0.0","0.0",,"79","47","  310","  310","21.0","23.9","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-16","6.71",,"0.00","0.0","0.0",,"82","45","  310","  320","21.9","25.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-17","4.03",,"0.00","0.0","0.0",,"81","48","  310","  310","16.1","18.1","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-18","4.92",,"0.00","0.0","0.0",,"78","49","  310","  320","21.0","23.0","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-19","5.14",,"0.00",,"0.0",,"93","44","  310","  310","23.0","27.1","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-20","4.47",,"0.00",,"0.0",,"91","46","  320","  310","21.9","25.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-21","4.47",,"0.00","0.0","0.0",,"73","45","  300","  300","18.1","21.0","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-22","7.38",,"0.00","0.0","0.0",,"70","49","  310","  320","18.1","23.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-23","9.62",,"0.00","0.0","0.0",,"75","48","  310","  310","29.1","35.1","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-24","8.50",,"0.00","0.0","0.0",,"81","48","  310","  320","25.1","32.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-25","7.16",,"0.00","0.0","0.0",,"86","49","  320","  320","28.0","34.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-26","5.59",,"0.00","0.0","0.0",,"89","50","  320","  310","21.0","23.9",,,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-27","4.47",,"0.00","0.0","0.0",,"83","47","  320","  310","17.0","19.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-28","8.72",,"0.00","0.0","0.0",,"84","49","  310","  310","25.1","29.1","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-29","9.17",,"0.00","0.0","0.0",,"81","56","  330","  330","23.9","30.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-30","10.74",,"0.00","0.0","0.0",,"80","54","  310","  300","23.9","28.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-10-31","6.93",,"0.00","0.0","0.0",,"83","52","  310","  310","23.0","28.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-01","3.36",,"0.00","0.0","0.0",,"88","52","  290","  300","12.1","14.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-02","5.82",,"0.00","0.0","0.0",,"91","51","  320","  310","23.9","28.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-03","5.14",,"0.00","0.0","0.0",,"90","54","  320","  320","19.9","25.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-04","8.05",,"0.00","0.0","0.0",,"81","49","  310","  310","23.0","27.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-05","5.37",,"0.00","0.0","0.0",,"86","44","  310","  300","21.0","25.9","    1","    1",,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-06","3.80",,"0.00","0.0","0.0",,"78","44","  320","  330","16.1","19.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-07","6.26",,"0.00","0.0","0.0",,"82","37","  310","  310","21.9","23.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-08","2.91",,"0.00","0.0","0.0",,"81","41","   70","   70","16.1","19.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-09","4.47",,"0.00","0.0","0.0",,"84","44","   30","  130","16.1","21.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-10","2.91",,"0.00","0.0","0.0",,"75","36","  320","  320","16.1","19.0",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-11","3.58",,"0.00","0.0","0.0",,"76","35","  310","  320","15.0","19.9","    1",,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-12","4.03",,"0.00","0.0","0.0",,"78","36","  310","  320","18.1","21.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-13","4.25",,"0.00","0.0","0.0",,"75","37","  320","  310","16.1","25.9",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-14","2.91",,"0.00","0.0","0.0",,"82","41","  250","  250","13.0","16.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-15","3.58",,"0.00","0.0","0.0",,"79","40","  240","  240","13.0","14.1",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-16","2.24"," 1248","0.00",,,,"75","41","  220","  190","10.1","14.1","    1",,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-17","2.91"," 1215","0.00",,,,"66","46","  310","  220","10.1","14.1",,"    1",,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-18","4.47"," 1456","0.00",,,,"71","47","  310","  300","13.0","15.0","    1",,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-19","1.79"," 1234","0.00",,,,"67","43","  220","  210","12.1","15.0","    1",,,"    1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-20","4.03"," 1229","0.00",,,,"72","42","  220","  230","16.1","19.9","    1",,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","2018-11-21","7.16"," 1829","0.56",,,,"69","48","  160","  150","19.9","27.1","    1",,,
